	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
cg04999036	0.07	0.08	0.08	0.85	0.07	0.08	0.1	0.12	0.28	0.08	0.11	0.1	0.07	0.09	0.61	0.08	0.11	0.08	0.06	0.08	0.08	0.1	0.07	0.06	0.05	0.06	0.07	0.08	0.06	0.06	0.06	0.19	0.08	0.08	0.09	0.06	0.1	0.1	0.13	0.04	0.05	0.07	0.43	0.09	0.15	0.07	0.68	0.09	0.48	0.07	0.05	0.05	0.07	0.11	0.05	0.14	0.08	0.11	0.11	0.08	0.11	0.07	0.06	0.08	0.11	0.07	0.31	0.05	0.05	0.12	0.1	0.05	0.07	0.12	0.07	0.07	0.07	0.07	0.07
cg26918442	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.04	0.04	0.03	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.05	0.06	0.04	0.05	0.04	0.05	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.04	0.03	0.05	0.03	0.04	0.04	0.04	0.05	0.03	0.04	0.03	0.04	0.03	0.04	0.03	0.03	0.05	0.04	0.04	0.04	0.05	0.03	0.04	0.05	0.05	0.05	0.03	0.05	0.04	0.04	0.02	0.05	0.03	0.04	0.04	0.02	0.03	0.04	0.05	0.04	0.03	0.04	0.03	0.04	0.04	0.02	0.04	0.03	0.05
cg27015174	0.06	0.09	0.06	0.06	0.09	0.09	0.09	0.05	0.07	0.05	0.06	0.06	0.07	0.06	0.06	0.05	0.05	0.05	0.07	0.05	0.05	0.06	0.06	0.06	0.05	0.13	0.07	0.05	0.07	0.06	0.16	0.06	0.12	0.06	0.07	0.05	0.07	0.06	0.04	0.08	0.06	0.06	0.05	0.05	0.04	0.07	0.06	0.07	0.05	0.06	0.08	0.07	0.05	0.05	0.05	0.05	0.05	0.06	0.07	0.05	0.12	0.04	0.07	0.05	0.06	0.05	0.04	0.06	0.05	0.1	0.06	0.1	0.07	0.06	0.06	0.05	0.06	0.06	0.05
cg23790767	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.03	0.02	0.03	0.04	0.05	0.03	0.02	0.03	0.02	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.51	0.03	0.04	0.02	0.03	0.03	0.04	0.02	0.03	0.03	0.03	0.04	0.03	0.04	0.02	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.02	0.03	0.03	0.03	0.03	0.04	0.03	0.05	0.04	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03
cg03835332	0.06	0.05	0.04	0.03	0.05	0.04	0.05	0.03	0.05	0.04	0.05	0.04	0.05	0.05	0.04	0.04	0.05	0.05	0.04	0.04	0.05	0.05	0.04	0.05	0.05	0.04	0.04	0.04	0.04	0.05	0.05	0.83	0.03	0.04	0.08	0.03	0.04	0.06	0.04	0.03	0.05	0.05	0.05	0.04	0.05	0.04	0.04	0.04	0.05	0.05	0.04	0.05	0.03	0.04	0.04	0.05	0.04	0.03	0.05	0.06	0.03	0.05	0.04	0.05	0.05	0.05	0.06	0.05	0.05	0.04	0.04	0.02	0.03	0.04	0.06	0.03	0.04	0.05	0.04
cg17935677	0.02	0.02	0.2	0.03	0.02	0.03	0.11	0.03	0.25	0.02	0.02	0.03	0.02	0.04	0.14	0.02	0.03	0.03	0.02	0.03	0.02	0.38	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.42	0.03	0.93	0.02	0.02	0.02	0.04	0.03	0.27	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.03	0.42	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.03	0.02	0.03	0.78	0.03	0.02	0.02	0.03	0.02	0.09	0.02	0.02	0.03	0.02	0.03	0.03	0.06	0.03	0.02	0.03	0.03	0.02	0.03	0.02	0.72
cg18592307	0.04	0.03	0.14	0.07	0.03	0.02	0.35	0.28	0.36	0.03	0.05	0.04	0.03	0.11	0.71	0.13	0.07	0.04	0.03	0.03	0.03	0.43	0.03	0.04	0.02	0.03	0.03	0.09	0.03	0.5	0.04	0.61	0.05	0.09	0.09	0.04	0.03	0.33	0.08	0.03	0.03	0.03	0.03	0.27	0.1	0.03	0.63	0.03	0.03	0.03	0.03	0.03	0.06	0.03	0.02	0.25	0.03	0.83	0.07	0.02	0.04	0.2	0.05	0.11	0.26	0.05	0.48	0.02	0.03	0.05	0.2	0.12	0.1	0.02	0.02	0.03	0.03	0.06	0.56
cg06121469	0.04	0.03	0.05	0.09	0.33	0.05	0.09	0.03	0.07	0.2	0.04	0.19	0.03	0.05	0.08	0.08	0.05	0.06	0.04	0.04	0.09	0.04	0.24	0.05	0.12	0.04	0.04	0.05	0.44	0.05	0.04	0.03	0.05	0.03	0.07	0.42	0.03	0.04	0.16	0.05	0.05	0.05	0.06	0.03	0.05	0.03	0.09	0.08	0.05	0.06	0.08	0.08	0.03	0.07	0.04	0.06	0.06	0.04	0.07	0.14	0.04	0.04	0.05	0.15	0.1	0.11	0.05	0.06	0.04	0.07	0.47	0.63	0.04	0.04	0.05	0.06	0.09	0.5	0.08
cg00877887	0.05	0.05	0.05	0.47	0.07	0.43	0.08	0.05	0.32	0.45	0.39	0.06	0.05	0.07	0.16	0.1	0.06	0.13	0.06	0.1	0.09	0.63	0.1	0.09	0.15	0.07	0.09	0.06	0.07	0.49	0.05	0.79	0.07	0.05	0.06	0.1	0.04	0.07	0.08	0.74	0.05	0.05	0.08	0.04	0.06	0.06	0.07	0.05	0.06	0.04	0.1	0.49	0.04	0.07	0.07	0.07	0.07	0.83	0.06	0.06	0.06	0.05	0.18	0.08	0.13	0.06	0.09	0.06	0.08	0.12	0.06	0.08	0.04	0.2	0.09	0.06	0.07	0.09	0.54
cg04001842	0.11	0.07	0.06	0.75	0.08	0.44	0.07	0.15	0.38	0.1	0.52	0.61	0.11	0.09	0.72	0.48	0.28	0.26	0.07	0.16	0.14	0.66	0.1	0.13	0.24	0.12	0.11	0.16	0.14	0.43	0.1	0.68	0.33	0.24	0.13	0.16	0.09	0.39	0.15	0.67	0.36	0.11	0.19	0.07	0.18	0.14	0.17	0.12	0.28	0.07	0.19	0.48	0.1	0.22	0.08	0.78	0.15	0.79	0.11	0.07	0.09	0.08	0.14	0.07	0.3	0.17	0.41	0.1	0.12	0.62	0.16	0.66	0.22	0.21	0.1	0.1	0.1	0.41	0.73
cg21673646	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.38	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01
cg20696985	0.04	0.05	0.05	0.04	0.05	0.04	0.04	0.05	0.05	0.05	0.05	0.04	0.04	0.04	0.13	0.04	0.03	0.04	0.05	0.05	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.05	0.05	0.82	0.03	0.04	0.04	0.03	0.04	0.05	0.04	0.03	0.03	0.05	0.05	0.04	0.13	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.05	0.03	0.07	0.05	0.04	0.04	0.04	0.06	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.08	0.05	0.05	0.05	0.04	0.05
cg08027001	0.06	0.06	0.06	0.06	0.06	0.06	0.05	0.06	0.07	0.05	0.07	0.05	0.06	0.05	0.06	0.06	0.06	0.07	0.05	0.06	0.07	0.06	0.05	0.04	0.06	0.07	0.05	0.07	0.06	0.05	0.08	0.07	0.05	0.06	0.06	0.05	0.06	0.05	0.06	0.05	0.04	0.06	0.06	0.05	0.06	0.05	0.06	0.04	0.07	0.06	0.04	0.05	0.06	0.06	0.06	0.07	0.05	0.05	0.06	0.06	0.04	0.04	0.06	0.07	0.06	0.05	0.07	0.08	0.06	0.05	0.06	0.06	0.06	0.06	0.06	0.04	0.06	0.06	0.05
cg09593286	0.12	0.11	0.07	0.09	0.11	0.1	0.22	0.46	0.12	0.09	0.1	0.09	0.08	0.08	0.27	0.09	0.08	0.09	0.1	0.08	0.09	0.22	0.09	0.08	0.09	0.11	0.07	0.08	0.09	0.08	0.08	0.09	0.09	0.1	0.09	0.07	0.08	0.08	0.07	0.07	0.08	0.08	0.09	0.09	0.11	0.15	0.1	0.08	0.08	0.1	0.08	0.1	0.07	0.09	0.09	0.09	0.1	0.82	0.1	0.09	0.09	0.07	0.11	0.09	0.1	0.08	0.11	0.07	0.08	0.1	0.44	0.09	0.1	0.08	0.07	0.09	0.09	0.62	0.1
cg16711185	0.04	0.04	0.04	0.03	0.03	0.03	0.05	0.04	0.04	0.06	0.04	0.05	0.04	0.02	0.03	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.05	0.04	0.03	0.04	0.04	0.04	0.04	0.03	0.05	0.38	0.04	0.04	0.04	0.05	0.03	0.05	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.03	0.04	0.04	0.03	0.03	0.04	0.03	0.05	0.03	0.05	0.03	0.05	0.03	0.04	0.03	0.03	0.05	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.04	0.04	0.04	0.03
cg19362572	0.12	0.21	0.1	0.12	0.14	0.13	0.11	0.15	0.09	0.1	0.1	0.15	0.16	0.11	0.15	0.12	0.11	0.08	0.09	0.14	0.13	0.21	0.13	0.13	0.1	0.14	0.13	0.09	0.19	0.17	0.18	0.48	0.11	0.12	0.13	0.11	0.12	0.12	0.14	0.11	0.14	0.13	0.12	0.12	0.11	0.12	0.13	0.13	0.13	0.12	0.11	0.24	0.14	0.14	0.1	0.08	0.17	0.18	0.12	0.08	0.11	0.11	0.11	0.1	0.13	0.09	0.1	0.17	0.14	0.19	0.14	0.12	0.18	0.1	0.12	0.13	0.32	0.13	0.1
cg25951582	0.08	0.09	0.1	0.09	0.07	0.09	0.09	0.09	0.07	0.06	0.07	0.1	0.08	0.08	0.08	0.07	0.1	0.08	0.07	0.11	0.08	0.07	0.11	0.11	0.05	0.07	0.08	0.06	0.11	0.07	0.11	0.11	0.09	0.09	0.09	0.09	0.06	0.07	0.18	0.1	0.1	0.08	0.05	0.07	0.06	0.1	0.07	0.1	0.07	0.09	0.09	0.2	0.09	0.08	0.09	0.05	0.08	0.08	0.1	0.07	0.09	0.08	0.09	0.08	0.17	0.09	0.07	0.09	0.09	0.08	0.08	0.1	0.09	0.09	0.09	0.1	0.07	0.09	0.06
cg13021384	0.11	0.06	0.07	0.05	0.06	0.07	0.1	0.07	0.09	0.06	0.07	0.05	0.74	0.04	0.11	0.07	0.06	0.33	0.06	0.06	0.1	0.72	0.05	0.05	0.06	0.06	0.06	0.11	0.05	0.05	0.06	0.4	0.06	0.63	0.05	0.04	0.79	0.07	0.07	0.06	0.07	0.06	0.08	0.05	0.07	0.08	0.04	0.06	0.05	0.05	0.06	0.08	0.06	0.06	0.05	0.1	0.07	0.78	0.06	0.06	0.06	0.05	0.06	0.08	0.05	0.05	0.05	0.05	0.05	0.06	0.07	0.06	0.06	0.05	0.05	0.06	0.13	0.06	0.09
cg05523085	0.04	0.04	0.04	0.07	0.03	0.18	0.12	0.1	0.04	0.08	0.17	0.03	0.03	0.04	0.05	0.06	0.06	0.04	0.04	0.04	0.03	0.04	0.04	0.03	0.21	0.03	0.03	0.06	0.03	0.03	0.03	0.21	0.02	0.05	0.05	0.04	0.03	0.06	0.03	0.04	0.04	0.03	0.04	0.03	0.03	0.04	0.08	0.03	0.03	0.04	0.04	0.05	0.02	0.03	0.03	0.05	0.03	0.18	0.03	0.04	0.03	0.04	0.04	0.07	0.04	0.03	0.42	0.04	0.04	0.03	0.48	0.04	0.08	0.04	0.06	0.03	0.03	0.03	0.48
cg15628498	0.03	0.02	0.03	0.03	0.02	0.03	0.12	0.05	0.03	0.04	0.03	0.04	0.03	0.09	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.02	0.03	0.03	0.04	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.02	0.02	0.03	0.03	0.03	0.03	0.03	0.02	0.02	0.05	0.02	0.03	0.03	0.04	0.02	0.03	0.03	0.03	0.03	0.02	0.02	0.03	0.03	0.02	0.05	0.03	0.04	0.03	0.02	0.02	0.03	0.03	0.03	0.04	0.02	0.03	0.03	0.06	0.02	0.03	0.03	0.02	0.04
cg10936230	0.08	0.05	0.08	0.24	0.14	0.31	0.2	0.24	0.22	0.19	0.36	0.06	0.33	0.1	0.13	0.24	0.27	0.14	0.09	0.37	0.08	0.18	0.11	0.13	0.13	0.11	0.11	0.22	0.16	0.25	0.09	0.16	0.12	0.33	0.39	0.08	0.27	0.2	0.16	0.28	0.16	0.14	0.13	0.29	0.12	0.28	0.32	0.21	0.06	0.1	0.13	0.19	0.15	0.23	0.12	0.15	0.18	0.24	0.23	0.14	0.17	0.16	0.17	0.1	0.39	0.15	0.43	0.07	0.1	0.16	0.16	0.11	0.23	0.12	0.09	0.5	0.09	0.18	0.49
cg19850348	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.36	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.12	0.02	0.19
cg23131007	0.6	0.06	0.78	0.85	0.07	0.14	0.46	0.69	0.7	0.05	0.61	0.07	0.52	0.12	0.8	0.2	0.71	0.12	0.06	0.92	0.06	0.4	0.1	0.06	0.82	0.06	0.05	0.75	0.05	0.78	0.04	0.93	0.05	0.76	0.09	0.29	0.79	0.21	0.2	0.06	0.04	0.09	0.11	0.11	0.2	0.85	0.62	0.65	0.07	0.04	0.11	0.05	0.06	0.18	0.05	0.84	0.34	0.8	0.06	0.09	0.06	0.17	0.55	0.17	0.24	0.1	0.81	0.06	0.28	0.05	0.9	0.08	0.06	0.06	0.07	0.12	0.07	0.27	0.72
cg08081036	0.14	0.13	0.13	0.12	0.16	0.12	0.14	0.16	0.13	0.14	0.14	0.1	0.63	0.13	0.12	0.12	0.14	0.15	0.14	0.13	0.13	0.74	0.11	0.13	0.11	0.11	0.13	0.13	0.11	0.14	0.15	0.85	0.11	0.11	0.13	0.1	0.52	0.14	0.13	0.12	0.11	0.14	0.13	0.11	0.15	0.12	0.12	0.11	0.14	0.13	0.13	0.13	0.14	0.13	0.11	0.12	0.11	0.6	0.14	0.15	0.12	0.11	0.15	0.15	0.11	0.13	0.13	0.13	0.12	0.13	0.13	0.13	0.13	0.11	0.13	0.12	0.14	0.12	0.1
cg13301933	0.04	0.03	0.04	0.04	0.04	0.04	0.03	0.04	0.03	0.03	0.05	0.05	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.05	0.05	0.03	0.04	0.03	0.05	0.04	0.04	0.03	0.04	0.03	0.04	0.03	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.23	0.05	0.04	0.06	0.04	0.05	0.03	0.03	0.03	0.03	0.04	0.03	0.05	0.04	0.16	0.03	0.06	0.03	0.05	0.05
cg27167601	0.05	0.04	0.04	0.05	0.07	0.06	0.26	0.09	0.05	0.44	0.28	0.07	0.05	0.56	0.05	0.19	0.07	0.1	0.06	0.03	0.08	0.03	0.08	0.05	0.07	0.05	0.13	0.09	0.04	0.05	0.04	0.14	0.05	0.08	0.08	0.03	0.04	0.17	0.06	0.14	0.04	0.13	0.08	0.06	0.06	0.22	0.12	0.06	0.04	0.06	0.08	0.05	0.03	0.03	0.07	0.08	0.03	0.04	0.04	0.05	0.04	0.03	0.15	0.06	0.18	0.06	0.39	0.06	0.05	0.07	0.08	0.09	0.17	0.24	0.1	0.04	0.04	0.66	0.43
cg07525445	0.08	0.04	0.04	0.06	0.09	0.06	0.08	0.06	0.06	0.09	0.08	0.12	0.44	0.08	0.1	0.06	0.07	0.09	0.07	0.06	0.09	0.08	0.06	0.16	0.07	0.05	0.08	0.07	0.07	0.07	0.08	0.83	0.06	0.09	0.04	0.04	0.76	0.08	0.07	0.05	0.06	0.07	0.07	0.07	0.08	0.11	0.07	0.06	0.08	0.06	0.07	0.1	0.05	0.08	0.07	0.08	0.06	0.52	0.08	0.09	0.05	0.06	0.09	0.07	0.12	0.07	0.07	0.05	0.07	0.07	0.08	0.07	0.08	0.07	0.08	0.06	0.08	0.3	0.06
cg04826883	0.06	0.06	0.07	0.05	0.08	0.06	0.07	0.08	0.07	0.08	0.07	0.05	0.06	0.05	0.07	0.06	0.06	0.08	0.07	0.06	0.1	0.07	0.07	0.08	0.06	0.06	0.07	0.08	0.08	0.06	0.06	0.09	0.06	0.07	0.07	0.06	0.06	0.08	0.07	0.06	0.06	0.09	0.07	0.06	0.06	0.06	0.08	0.06	0.08	0.07	0.06	0.08	0.06	0.06	0.09	0.07	0.05	0.05	0.08	0.07	0.06	0.06	0.08	0.07	0.07	0.07	0.06	0.06	0.08	0.07	0.08	0.06	0.06	0.1	0.07	0.08	0.07	0.07	0.06
cg18846362	0.05	0.05	0.05	0.04	0.06	0.04	0.06	0.05	0.04	0.06	0.06	0.04	0.04	0.04	0.06	0.04	0.06	0.06	0.07	0.05	0.05	0.05	0.06	0.05	0.04	0.04	0.06	0.06	0.05	0.04	0.04	0.05	0.05	0.05	0.04	0.04	0.05	0.05	0.04	0.05	0.05	0.05	0.05	0.06	0.05	0.04	0.05	0.04	0.04	0.05	0.04	0.05	0.06	0.05	0.05	0.05	0.04	0.04	0.05	0.06	0.04	0.04	0.05	0.06	0.05	0.03	0.05	0.04	0.05	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.05	0.04	0.43
cg09297361	0.04	0.04	0.05	0.06	0.04	0.05	0.13	0.06	0.05	0.04	0.08	0.04	0.05	0.04	0.06	0.05	0.06	0.05	0.05	0.05	0.05	0.05	0.04	0.07	0.03	0.05	0.04	0.31	0.05	0.07	0.05	0.43	0.04	0.05	0.05	0.05	0.05	0.06	0.05	0.04	0.05	0.04	0.05	0.04	0.05	0.04	0.06	0.04	0.05	0.05	0.09	0.16	0.04	0.05	0.03	0.05	0.07	0.08	0.05	0.04	0.04	0.04	0.14	0.07	0.03	0.03	0.09	0.04	0.06	0.54	0.07	0.06	0.19	0.06	0.04	0.04	0.04	0.05	0.42
cg09874600	0.03	0.04	0.04	0.05	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.03	0.04	0.03	0.02	0.04	0.03	0.05	0.04	0.04	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.14	0.04	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.04	0.04	0.04	0.04
cg19329389	0.04	0.05	0.03	0.03	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.03	0.03	0.03	0.05	0.03	0.03	0.03	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.05	0.05	0.04	0.04	0.03	0.04	0.15	0.03	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.03	0.05	0.03	0.04	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.05	0.03
cg06993413	0.03	0.03	0.04	0.29	0.05	0.07	0.07	0.09	0.07	0.05	0.1	0.28	0.08	0.04	0.64	0.06	0.05	0.06	0.06	0.05	0.09	0.05	0.07	0.03	0.05	0.04	0.03	0.06	0.07	0.04	0.03	0.03	0.04	0.06	0.05	0.02	0.03	0.05	0.11	0.03	0.11	0.18	0.09	0.05	0.05	0.04	0.12	0.05	0.04	0.03	0.09	0.05	0.07	0.03	0.07	0.09	0.04	0.05	0.05	0.04	0.06	0.04	0.34	0.12	0.09	0.07	0.08	0.04	0.06	0.05	0.37	0.07	0.05	0.09	0.07	0.04	0.07	0.04	0.37
cg22794078	0.08	0.06	0.07	0.18	0.12	0.46	0.17	0.26	0.31	0.21	0.14	0.11	0.33	0.1	0.74	0.21	0.17	0.1	0.08	0.12	0.13	0.16	0.14	0.08	0.06	0.08	0.11	0.07	0.08	0.18	0.09	0.21	0.1	0.11	0.44	0.09	0.11	0.13	0.09	0.11	0.05	0.09	0.08	0.22	0.07	0.13	0.36	0.12	0.08	0.08	0.14	0.13	0.09	0.12	0.12	0.07	0.05	0.21	0.13	0.08	0.12	0.12	0.32	0.33	0.28	0.12	0.27	0.06	0.09	0.1	0.19	0.1	0.12	0.23	0.15	0.14	0.07	0.1	0.19
cg12623088	0.05	0.04	0.05	0.05	0.05	0.04	0.36	0.08	0.05	0.05	0.06	0.05	0.05	0.06	0.05	0.05	0.05	0.05	0.04	0.06	0.04	0.05	0.06	0.05	0.04	0.06	0.05	0.05	0.06	0.04	0.04	0.09	0.05	0.05	0.06	0.05	0.04	0.07	0.11	0.05	0.06	0.05	0.05	0.04	0.04	0.04	0.09	0.06	0.04	0.04	0.05	0.06	0.06	0.06	0.06	0.05	0.04	0.05	0.06	0.04	0.04	0.05	0.05	0.05	0.07	0.04	0.05	0.05	0.04	0.04	0.05	0.04	0.07	0.05	0.04	0.06	0.05	0.07	0.17
cg18864581	0.06	0.07	0.06	0.06	0.08	0.05	0.06	0.06	0.06	0.07	0.05	0.08	0.08	0.05	0.07	0.07	0.07	0.07	0.04	0.07	0.05	0.07	0.06	0.06	0.05	0.06	0.07	0.05	0.05	0.05	0.08	0.06	0.05	0.07	0.05	0.08	0.07	0.06	0.06	0.07	0.06	0.07	0.06	0.06	0.04	0.06	0.06	0.06	0.06	0.06	0.07	0.08	0.07	0.07	0.08	0.04	0.07	0.07	0.06	0.04	0.06	0.06	0.06	0.06	0.05	0.04	0.06	0.09	0.07	0.06	0.07	0.07	0.08	0.06	0.06	0.07	0.04	0.06	0.05
cg14610746	0.03	0.03	0.04	0.03	0.03	0.04	0.12	0.07	0.29	0.03	0.07	0.03	0.05	0.04	0.04	0.06	0.04	0.03	0.04	0.05	0.03	0.04	0.03	0.04	0.03	0.04	0.03	0.08	0.03	0.06	0.03	0.06	0.03	0.04	0.03	0.03	0.04	0.03	0.05	0.03	0.04	0.05	0.04	0.05	0.05	0.04	0.06	0.04	0.03	0.04	0.03	0.04	0.04	0.04	0.03	0.04	0.03	0.05	0.04	0.03	0.03	0.03	0.04	0.05	0.04	0.04	0.21	0.04	0.03	0.04	0.03	0.04	0.03	0.05	0.04	0.05	0.03	0.04	0.72
cg19836283	0.05	0.04	0.04	0.06	0.04	0.19	0.11	0.12	0.07	0.07	0.23	0.18	0.09	0.07	0.86	0.11	0.06	0.07	0.04	0.09	0.13	0.06	0.09	0.04	0.67	0.05	0.05	0.49	0.04	0.26	0.04	0.41	0.06	0.41	0.23	0.03	0.31	0.08	0.49	0.42	0.06	0.07	0.06	0.03	0.04	0.16	0.1	0.03	0.05	0.03	0.08	0.07	0.06	0.04	0.09	0.09	0.09	0.91	0.06	0.06	0.07	0.04	0.11	0.1	0.04	0.08	0.75	0.06	0.07	0.2	0.77	0.06	0.22	0.18	0.05	0.05	0.05	0.74	0.47
cg08815652	0.05	0.08	0.07	0.06	0.09	0.06	0.06	0.06	0.07	0.08	0.07	0.06	0.06	0.09	0.07	0.07	0.06	0.09	0.07	0.07	0.08	0.08	0.06	0.06	0.08	0.08	0.07	0.09	0.06	0.06	0.06	0.09	0.07	0.07	0.08	0.07	0.07	0.08	0.08	0.06	0.06	0.09	0.07	0.05	0.07	0.06	0.06	0.08	0.08	0.08	0.05	0.08	0.07	0.04	0.06	0.06	0.06	0.06	0.09	0.07	0.06	0.07	0.08	0.06	0.07	0.06	0.06	0.08	0.07	0.07	0.06	0.08	0.07	0.06	0.08	0.07	0.07	0.07	0.07
